SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Charges_per_Month,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn_Yes,Tenure_Charges,SeniorCitizen_MonthlyCharges,Tenure_Category
0,-0.7888002190384014,-0.4922805219681379,-0.7466069281710316,-0.6497193303219193,True,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.5124987500714134,-0.0,
0,-0.6666391278783103,-1.5225946620711341,-0.8616012559077836,-1.4701431137926153,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,0.9800549232350125,-0.0,
0,1.0436161483629645,1.182810854199314,1.5006244452274227,1.0982923900556543,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,True,False,False,False,1.1461956738862364,0.0,0-1 Year
0,0.6771328748826912,1.2941512532104444,1.2161496993050833,1.2583663900256645,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,0.8520812513338322,0.0,0-1 Year
0,-0.30015585439803716,1.3539759452164248,0.17925954483241316,1.4127662991498533,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.42405007558607716,0.0,
0,1.4915401492832983,1.611554480242174,2.4774254861848592,1.6440319679709485,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,2.4521396869339034,0.0,0-1 Year
0,0.7992939660427822,-1.4660935640654862,-0.5544717671146129,-1.4950864943337954,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-1.195013613633059,-0.0,0-1 Year
0,1.5729808767233588,1.393859073220412,2.251142767227713,1.2979148123630952,True,False,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,2.0415951794631355,0.0,0-1 Year
0,-0.9109613101984924,-0.31779183695069496,-0.7726808386611219,-0.3963863297910362,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,0.36109261033121404,-0.0,
0,-0.46303730927815856,0.8404806721650927,-0.18390017462474187,0.7921515694160716,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,-0.3667957312428882,0.0,
1,-1.2774445836787656,-0.8346107040023594,-0.988286930987808,-0.8332108653374978,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,1.0643807069876838,-0.8346107040023594,
0,-0.8295205827584317,-1.4943441130683104,-0.9165505884211634,-1.5884463077514437,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,1.3176489068864567,-0.0,
0,-1.2774445836787656,-1.4827115340671475,-0.9968899979007819,-1.479253978204847,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1.8896649823430487,-0.0,
0,1.0436161483629645,-0.1615829189350795,0.5406104143232504,-0.14466942568205765,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,-0.15097934881619113,-0.0,0-1 Year
0,0.6771328748826912,-0.17155370093607614,0.3046657894484568,-0.13852013135993813,True,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,-0.09379653477688293,-0.0,0-1 Year
0,-0.0965540357978854,-0.31446824295036285,-0.33050525848019063,-0.45651803491176657,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.04407865868525101,-0.0,
0,0.5956921474426305,1.1495749141959914,1.0894640242250588,1.200855699299734,True,True,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,0.7153403102845803,0.0,0-1 Year
0,-1.2774445836787656,-1.1486903370337564,-0.9924561095687108,-1.1462932969578283,True,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,1.4643261635060527,-0.0,
0,1.6137012404433893,0.8471278601657574,1.8043127072554035,0.7840365895337481,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,1.2652008170836138,0.0,0-1 Year
0,-0.62591876415828,-0.0020504069191315333,-0.5235227853738373,-0.016546109841079442,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,True,0.010356520623355599,-0.0,
1,1.5729808767233588,1.0498670941860242,1.9796829174044883,1.0108000941635427,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,1.589969218309423,1.0498670941860242,0-1 Year
1,-1.2367242199587352,1.0216165451832002,-0.9256389565446128,0.8622381757387381,True,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,-1.0663508353091335,1.0216165451832002,
0,-0.21871512695797646,0.046141706085686136,-0.1788045119147496,0.1532165960757254,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,-0.03351078726277128,0.0,
0,-1.2774445836787656,-1.481049737066981,-0.9968679387548512,-1.477597457402623,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,False,1.8875488688164963,-0.0,
1,-1.2774445836787656,-0.6484894399837535,-0.9858163066435692,-0.6476805354884129,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.8273759920138355,-0.6484894399837535,
0,1.6137012404433893,1.1678546811978192,2.193546337202649,1.1899992222454423,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,1.9203032210641386,0.0,0-1 Year
0,-1.1145631287986442,0.16412929309748078,-0.8659689668020626,-0.047026092602000594,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.05241354890566056,0.0,
0,0.5549717837226001,0.33363258711442517,0.5596695164073775,0.408747600469032,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,0.2268433849246314,0.0,0-1 Year
0,0.06632741908223598,1.3822264942192488,0.5600886401800608,1.3116425251420887,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,0.08699786345118156,0.0,0-1 Year
0,-0.8702409464784621,1.099721004191008,-0.5180962354748845,1.1824737653686725,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,-1.0290370887603846,0.0,
0,-0.9109613101984924,-0.5055748979694671,-0.7959091193261516,-0.5708179702652205,True,True,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.5199930860776494,-0.0,
0,1.5322605130033284,0.14751132309581955,1.1438177597983101,0.15921074727488427,False,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,True,False,False,False,0.24395234129505744,0.0,0-1 Year
0,-0.62591876415828,-1.462769970065154,-0.8212550780005288,-1.3317261844067827,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,0.833552407541115,-0.0,
0,1.247217966963116,0.5014740841312035,1.1390088659854167,0.40970561595023525,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,0.5109922053788236,0.0,0-1 Year
0,-0.7888002190384014,0.3801629031190768,-0.5727808582370959,0.35438712517999627,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,-0.2795406419663704,0.0,
0,0.6771328748826912,0.6560212051466532,0.7177894744386527,0.4946088805594607,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,0.33491593323573726,0.0,0-1 Year
0,-1.2367242199587352,-0.5155456799704636,-0.9629850906052922,-0.5400066833438546,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.6678393442309323,-0.0,
0,-1.2367242199587352,0.5280628361338618,-0.9421833159926397,0.24104287490474846,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-0.298103561443186,0.0,
0,0.7992939660427822,0.4981504901308714,0.8550414804194837,0.5404271537374578,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,True,True,False,False,False,0.43196016306802504,0.0,0-1 Year
0,1.4915401492832983,-0.020330173920958795,0.8710564203651738,-0.10422167461965812,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,False,False,-0.1554508121207602,-0.0,0-1 Year
1,0.43281069256250915,0.8471278601657574,0.6878110951188281,0.8108282452604147,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,0.35093513438040413,0.8471278601657574,0-1 Year
0,-0.7073594915983407,1.141265929195161,-0.37647651859977455,1.0036498348885912,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,True,-0.7099412369495524,0.0,
1,-0.30015585439803716,0.1574821050968162,-0.23254059140194083,0.1758090857131686,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,True,False,False,False,-0.05277012633317387,0.1574821050968162,
1,-0.9924020376385531,0.5280628361338618,-0.7263786913525774,0.47585469861999624,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,-0.47223917253036385,0.5280628361338618,
1,1.125056875803025,0.33529438411459117,0.9602856656548654,0.3138469641624922,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,0.3530956849809174,0.33529438411459117,0-1 Year
1,-0.5851984004382496,1.0199547481830342,-0.2325847096938023,1.0788742850962505,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-0.6313555059122858,1.0199547481830342,
0,1.247217966963116,1.1595456961969886,1.778613802246135,1.1720995946880777,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,1.4618636735651565,0.0,0-1 Year
1,1.369379058123207,1.4520219682262263,2.1161849124236753,1.405326010867864,True,True,True,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,1.9244240091182794,1.4520219682262263,0-1 Year
0,0.06632741908223598,-1.3231790220511994,-0.6112299495943104,-1.2754044771311677,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,-0.08459428725403902,-0.0,0-1 Year
0,1.6137012404433893,1.42044782522307,2.459138454208307,1.4670063119506733,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,2.3673099053330833,0.0,0-1 Year
0,0.5956921474426305,1.1877962451998125,1.0709122824973383,1.1712145504769609,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,0.697683310689676,0.0,0-1 Year
0,1.125056875803025,0.8354952811645946,1.3989759007787455,0.8629007840596276,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,0.9708124602421053,0.0,0-1 Year
0,1.6137012404433893,-0.7531826509942192,0.3010039712239601,-0.7838833570046062,True,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,-1.2649535455612613,-0.0,0-1 Year
0,-0.5851984004382496,-0.34438058895335305,-0.5835236623053481,-0.38521401726937005,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,False,0.22542662673242758,-0.0,
0,-0.9516816739185228,0.9850570111795457,-0.6275757767289609,1.0088402667355596,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,-0.9600947937633063,0.0,
0,-1.1960038562387048,0.3502505571160864,-0.8980870832771656,0.5488796573180363,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,-0.6564621867633502,0.0,
0,0.5956921474426305,0.46989994112804756,0.6046922332519411,0.42630886632794657,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,0.25394884405672785,0.0,0-1 Year
0,-0.055833672077855064,0.47987072312904416,0.09594215065214973,0.5219834593464427,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,-0.029144253299213673,0.0,
0,0.7178532386027215,-1.4827115340671475,-0.5950826547730361,-1.5300097755849897,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-1.098322472497508,-0.0,0-1 Year
0,-0.9109613101984924,0.5014740841312035,-0.614296170878678,0.7929956062057759,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,-0.7223883164108613,0.0,
0,-1.2774445836787656,-0.5221928679711283,-0.9841398115528358,-0.521784954519391,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.666551363995867,-0.0,
0,0.7992939660427822,-1.4744025490663168,-0.5246036835244418,-1.451953241137425,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-1.1605374646174045,-0.0,0-1 Year
1,1.2879383306831464,1.5567151792366918,2.1261777055302837,1.528056005682636,True,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,1.9680419011492507,1.5567151792366918,0-1 Year
0,1.2064976032430856,-1.3464441800535252,-0.3772706478532799,-1.385580398646827,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,-1.6716994300679957,-0.0,0-1 Year
0,-1.1960038562387048,-0.00869759491979612,-0.9275139839487225,-0.18771992607088986,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,0.22451375547362884,-0.0,
1,0.9621754209229036,1.5201556452330371,1.702862695120103,1.485385804661063,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,False,True,False,False,1.4292017118326643,1.5201556452330371,0-1 Year
0,0.5549717837226001,-0.3028356639492,0.18049485700453238,-0.21025100973592184,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,-0.11668337790262232,-0.0,0-1 Year
0,-0.9924020376385531,-0.33607160395252245,-0.7930193712092296,-0.14968896931983114,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.14855163816501527,-0.0,
1,-0.0965540357978854,0.3319707901142591,-0.07431033764101187,0.18477638498920784,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,-0.01784090569085183,0.3319707901142591,
0,0.5142514200025698,-1.2916048790480432,-0.4690366949250022,-1.2511326579519146,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,-0.6433967459633616,-0.0,0-1 Year
0,-1.2774445836787656,0.48485611412954227,-0.9707719691188302,0.4820666516283362,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,-0.6158134330947764,0.0,
0,-0.8702409464784621,-0.47233895796614456,-0.7563570706724021,-0.4440790696150663,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,0.38645578985309015,-0.0,
0,-1.0331224013585834,0.34526516611558833,-0.7865560414515337,0.2049543859991545,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.21174296743242052,0.0,
0,0.3920903288424788,1.2974748472107767,0.9034392465914449,1.2667842202247213,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0.49669384148037404,0.0,0-1 Year
0,0.6771328748826912,-1.4827115340671475,-0.5763544398778698,-1.4887198113604125,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,False,-1.008061125761294,-0.0,0-1 Year
0,-0.9516816739185228,1.1479131171958254,-0.6004430272341968,1.2352314430395024,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,True,False,False,False,-1.175547127388626,0.0,
0,0.10704778280226633,-0.08680205392760396,-0.028361136667358768,-0.04972385505133688,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,-0.0053228284356268835,-0.0,0-1 Year
0,0.6364125111626608,-1.4660935640654862,-0.5394494887358046,-1.4172724915216335,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-0.9019699453310437,-0.0,0-1 Year
0,0.5549717837226001,-1.4893587220678117,-0.5967591498637697,-1.4791099329176969,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,-0.8208642777931496,-0.0,0-1 Year
0,-0.13727439951791576,-1.0307027500219619,-0.5605159730996254,-0.99383626174625,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.1364282760503466,-0.0,
0,-0.0965540357978854,0.574593152138513,0.12814850371097536,0.6915613157495947,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.0667730360373191,0.0,
1,-1.2774445836787656,0.3303089931140931,-0.9728234696903856,0.328010217021507,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,-0.41901487512542057,0.3303089931140931,
0,1.369379058123207,0.6394032351449919,1.5152496589794784,0.7215845003499025,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0.9881227034454545,0.0,0-1 Year
0,1.3286586944031769,1.5384354122348645,2.1297071688791958,1.4755968589314374,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,1.9605645960532725,0.0,0-1 Year
0,1.6137012404433893,1.2010906212011416,2.2850256153772723,1.2854102190068701,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,False,2.074268064889995,0.0,0-1 Year
0,-0.8295205827584317,0.47156173812821356,-0.5966488541341161,0.41345908173622686,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,-0.34297281842860095,0.0,
0,1.5729808767233588,0.06940686408801149,1.0892654919116826,0.0690330211808578,True,True,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,0.1085876221799279,0.0,0-1 Year
0,-1.1145631287986442,-1.4527991880641573,-0.9555511584266455,-1.392452288168311,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,1.551975979003704,-0.0,
0,0.7992939660427822,-1.4544609850643233,-0.5173021062213792,-1.4414088491078838,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,-1.1521093956926027,-0.0,0-1 Year
1,-0.30015585439803716,1.1213243651931677,0.10357461514417286,1.185425384252635,False,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,-0.35581236903547114,1.1213243651931677,
0,-1.2774445836787656,-1.481049737066981,-0.9968679387548512,-1.477597457402623,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,1.8875488688164963,-0.0,
0,-1.2774445836787656,-1.505976692069473,-0.9971988259438118,-1.5024452694359824,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,1.9192905717147795,-0.0,
0,0.22920887396235737,1.0049985751815391,0.5849492976439624,0.9967215092877103,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False,0.2284574147978974,0.0,0-1 Year
1,1.369379058123207,-0.6385186579827569,0.3297911566635268,-0.6272250134609502,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,-0.8589087981644717,-0.6385186579827569,0-1 Year
0,1.4508197855632678,1.503537675231376,2.352438365341499,1.5617528056778758,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,True,2.2658218706364077,0.0,0-1 Year
0,-1.1145631287986442,-1.3447823830533592,-0.9615733052657274,-1.4828983239697398,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1.6527837956539786,-0.0,
0,1.6137012404433893,1.3091074262119398,2.2162010800734806,1.2136276509104984,False,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,False,1.9584324457106679,0.0,0-1 Year
0,-0.015113308357824713,-1.150352134033923,-0.5965164992585318,-1.1864121601366904,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.017930612815618713,-0.0,
0,0.43281069256250915,0.9833952141793793,0.7242307450504181,0.8744309393178983,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,True,False,0.378463060444265,0.0,0-1 Year
0,1.6137012404433893,-1.5076384890696393,-0.4043372199102518,-1.5195396438255995,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,-2.452083008144276,-0.0,0-1 Year
0,0.9214550572028734,1.0631614701873533,1.3055333586162896,1.0089306224156809,True,True,False,True,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,0.9296842243917718,0.0,0-1 Year
0,0.7992939660427822,-0.22639300194155818,0.3364089004427376,-0.20854324205269242,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,-0.16668735503171644,-0.0,0-1 Year
0,0.43281069256250915,0.893658176170409,0.7387015447809587,0.8997025124867105,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.38940086752960273,0.0,0-1 Year
1,0.18848851024232702,0.39013368512007346,0.25959895431203156,0.4213574027684524,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,0.07942102912740175,0.39013368512007346,0-1 Year
0,1.2879383306831464,-0.33773340095268845,0.504609888164344,-0.3746134344968049,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,-0.4824790014772951,-0.0,0-1 Year
0,-1.1960038562387048,0.8338334841644282,-0.8961899967271251,0.5963665869817903,True,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.7132567377621362,0.0,
0,0.14776814652229667,-1.1204397880309327,-0.5088534533299203,-1.1102639695094574,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.16406164892490022,-0.0,0-1 Year
0,-0.9109613101984924,1.1794872601989819,-0.536074439408407,1.3803978826743968,False,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,-1.2574890637962932,0.0,
