customerID,SeniorCitizen,tenure,OnlineBackup,DeviceProtection,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Charges_per_Month,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,TechSupport_No internet service,TechSupport_Yes
1066-JKSGK,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9236430542778289,-0.4069658356417359,Yes,-0.9314544381182205,True,False,False,True,False,False,False,True,True,False,True,False
3638-WEABW,False,0.6304347826086957,Yes,No,No,No,Two year,Yes,Credit card (automatic),-0.19227230910763562,0.6227516158818098,No,-0.18435896899514995,False,True,False,True,False,True,False,False,False,False,False,True
6322-HRPFA,False,0.43478260869565216,Yes,No,No,No,Month-to-month,No,Credit card (automatic),-0.19779208831646722,0.46473130193905826,No,-0.18091661690312597,True,True,True,True,False,False,False,False,False,True,False,True
6865-JZNKO,False,0.021739130434782608,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),-0.27690892364305425,0.03933518005540166,No,-0.35893066066312174,False,False,False,True,False,False,False,False,False,True,False,False
6467-CHFZW,False,0.391304347826087,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.5335786568537259,0.9903379501385041,Yes,0.5688609919019955,True,True,True,True,False,True,True,False,False,False,False,False
8665-UTDHZ,False,-0.6086956521739131,Yes,No,No,No,Month-to-month,No,Electronic check,-0.7387304507819686,-0.4039963065558633,Yes,-0.7450642870516916,True,True,True,False,True,False,False,False,False,False,False,False
5248-YGIJN,False,0.9347826086956522,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.3661453541858327,1.4690969529085873,No,0.3355272044237665,True,True,False,True,False,True,False,False,False,True,False,True
8773-HHUOZ,False,-0.2608695652173913,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,-0.1039558417663292,-0.08993536472760849,Yes,-0.11263601328366876,False,False,True,True,False,False,False,False,False,False,False,False
3841-NFECX,True,0.9130434782608695,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),0.4783808647654094,1.5865484764542936,No,0.4624685709719868,False,True,False,True,False,True,True,False,False,True,False,True
4929-XIHVW,True,-0.5869565217391305,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.46274149034038653,-0.35924653739612183,No,0.3793041615461498,True,True,False,True,False,False,True,False,False,False,False,False
6827-IEAUQ,False,-0.043478260869565216,Yes,Yes,No,No,One year,No,Mailed check,-0.07727690892364285,0.14093444136657438,No,-0.017603481866479705,False,True,True,True,False,False,False,False,False,True,False,True
7310-EGVHZ,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),-0.9227230910763569,-0.40695106186518926,No,-0.9305271239338098,True,False,False,True,False,False,False,True,True,False,True,False
3413-BMNZE,True,-0.6086956521739131,No,No,No,No,Month-to-month,No,Bank transfer (automatic),-0.4618215271389144,-0.3995493998153278,No,-0.4659427175441038,True,False,False,True,False,False,False,False,False,False,False,False
6234-RAAPL,False,0.9347826086956522,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),0.5436982520699175,1.7297802400738689,No,0.5627835764227229,False,True,True,True,False,True,True,False,False,True,False,True
6047-YHPVI,False,-0.5217391304347826,No,No,No,No,Month-to-month,Yes,Electronic check,-0.011959521619135079,-0.3192834718374884,Yes,-0.12969859427682368,True,False,False,True,False,False,True,False,False,False,False,False
6572-ADKRS,False,0.3695652173913043,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.08187672493100281,0.635516158818098,No,0.12544182406174614,False,False,False,True,False,False,True,False,False,False,False,False
5380-WJKOV,False,0.10869565217391304,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.6623735050597976,0.6357968605724839,Yes,0.630879044987423,True,False,False,True,False,True,True,False,False,False,False,False
8168-UQWWF,False,-0.391304347826087,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.5059797608095676,-0.08630101569713752,Yes,0.5585708536506155,False,False,False,True,False,True,True,False,False,False,False,False
8865-TNMNX,False,-0.41304347826086957,Yes,No,No,No,One year,No,Mailed check,-0.38270469181232747,-0.2723619575253924,No,-0.4229153393874524,True,True,True,True,False,False,False,False,False,False,False,False
9489-DEDVP,False,0.8913043478260869,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),-0.02115915363385449,1.0267405355494,No,-0.014247978317704945,False,True,True,True,False,True,False,False,False,True,False,False
9867-JCZSP,False,-0.2608695652173913,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,-0.9126034958601655,-0.28933702677747,No,-0.8488689278124772,False,True,True,True,False,False,False,True,True,False,True,False
4671-VJLCL,False,0.7391304347826086,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),0.17479300827966884,1.0235198522622344,No,0.12597811756522162,False,False,False,True,False,True,False,False,False,True,False,True
4080-IIARD,False,-0.34782608695652173,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.10763569457221728,-0.12292520775623264,No,0.09501103216396435,False,True,False,True,False,True,False,False,False,True,False,True
3714-NTNFO,False,0.43478260869565216,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.26034958601655944,0.7414145891043398,No,0.17350664933445645,False,False,False,True,False,True,True,False,False,False,False,False
5948-UJZLF,False,-0.5869565217391305,Yes,No,No,No,Month-to-month,No,Mailed check,-0.3882244710211591,-0.384258541089566,No,-0.40566729555741543,True,False,False,True,False,False,False,False,False,False,False,False
7760-OYPDY,False,-0.5869565217391305,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.1895124195032201,-0.37032686980609414,Yes,0.03156134239217822,False,False,False,True,False,False,True,False,False,False,False,False
7639-LIAYI,False,0.5,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),0.17295308187672506,0.8333370267774701,No,0.1991555482593076,True,False,False,True,False,True,False,False,False,True,False,True
2954-PIBKO,False,0.8695652173913043,No,Yes,No,No,Two year,Yes,Credit card (automatic),-0.1140754369825205,0.8440627885503234,No,-0.16171646837740017,False,True,True,True,False,True,False,False,False,True,False,True
8012-SOUDQ,True,0.30434782608695654,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.3661453541858327,0.72133702677747,No,0.3505250736601977,False,False,False,True,False,True,True,False,False,False,False,False
9420-LOJKX,False,-0.30434782608695654,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.5289788408463661,0.008546629732225353,Yes,0.45846588242200054,False,False,False,True,False,False,True,False,False,True,False,False
6575-SUVOI,True,-0.08695652173913043,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),-0.015639374425022896,0.10494552169898436,No,-0.004956290189910736,False,True,False,True,False,True,False,False,False,True,False,True
7495-OOKFY,True,-0.45652173913043476,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.1895124195032201,-0.2257950138504155,Yes,0.16300812803237932,False,True,False,True,False,True,True,False,False,False,False,False
4667-QONEA,True,0.6739130434782609,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),0.0827966881324747,0.9038227146814406,No,0.07231680079702378,False,True,True,True,False,False,False,False,False,True,False,True
1658-BYGOY,True,-0.2391304347826087,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.46182152713891467,0.10491597414589106,Yes,0.5005762498851791,True,False,False,True,False,True,True,False,False,False,False,False
8769-KKTPH,False,0.7391304347826086,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0.5390984360625578,1.4518855032317637,No,0.5527634314856197,False,True,True,True,False,True,True,False,False,True,False,False
5067-XJQFU,True,0.8043478260869565,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.7010119595216193,1.6779686057248384,No,0.6833227118836704,True,True,True,True,False,True,True,False,False,False,False,True
3957-SQXML,False,0.10869565217391304,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.8353265869365225,-0.1486759002770083,No,-0.8173402455425173,False,True,True,True,False,True,False,True,True,False,True,False
5954-BDFSG,False,0.9347826086956522,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6835326586936524,1.9076565096952909,No,0.7178511150380497,False,False,False,True,False,True,True,False,False,False,False,True
0434-CSFON,False,0.391304347826087,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.5547378104875806,0.9779132040627887,No,0.5522679870277553,False,True,False,True,False,True,True,False,False,False,False,False
1215-FIGMP,False,0.6739130434782609,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.35970561177552923,1.197628808864266,No,0.37967508721991394,True,False,False,True,False,True,True,False,False,False,False,False
0526-SXDJP,False,0.9347826086956522,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),-0.5197792088316466,0.46227885503231764,No,-0.5421885504845303,True,True,False,False,True,False,False,False,False,True,False,False
0557-ASKVU,False,-0.2391304347826087,No,Yes,No,No,One year,Yes,Credit card (automatic),-0.29346826126954917,-0.13012003693444132,No,-0.3190149367697146,False,True,True,True,False,False,False,False,False,False,False,True
5698-BQJOH,False,-0.43478260869565216,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.44250229990800394,-0.15962326869806093,Yes,0.46137146686648706,False,False,False,True,False,True,True,False,False,False,False,False
5122-CYFXA,False,-0.5652173913043478,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.09107635694572223,-0.34079409048938136,No,0.20388722832847953,False,False,False,True,False,False,False,False,False,False,False,True
8627-ZYGSZ,False,0.391304347826087,Yes,No,No,No,One year,Yes,Electronic check,0.15731370745170214,0.6656694367497692,No,0.1352725553784393,True,True,False,True,False,True,True,False,False,False,False,False
3410-YOQBQ,False,0.043478260869565216,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.16283348666053377,0.32494182825484763,No,0.1888308367321355,False,False,False,True,False,False,False,False,False,False,False,True
3170-NMYVV,False,0.45652173913043476,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9236430542778289,-0.13786149584487534,No,-0.9598673447285611,False,True,True,True,False,False,False,True,True,False,True,False
7410-OIEDU,False,-0.41304347826086957,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.17479300827966884,-0.1507294552169898,No,0.34054242863778705,True,False,False,True,False,False,True,False,False,True,False,False
2273-QCKXA,False,-0.6086956521739131,No,No,No,No,Month-to-month,No,Mailed check,-0.39190432382704693,-0.3984265927977839,No,-0.395466839528899,True,False,False,True,False,False,False,False,False,False,False,True
0731-EBJQB,False,0.5,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,-0.9190432382704692,-0.0906592797783933,No,-0.9161715870405305,False,True,True,True,False,False,False,True,True,False,True,False
1891-QRQSA,True,0.7608695652173914,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7589696412143515,1.6846611265004616,No,0.7520265065426817,True,True,True,True,False,True,True,False,False,True,False,True
8028-PNXHQ,False,0.717391304347826,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.8482060717571297,0.00801477377654663,No,-0.879016316657841,True,True,True,True,False,True,False,True,True,False,True,False
5630-AHZIL,False,-0.5652173913043478,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),-0.10763569457221701,-0.36050230840258535,No,-0.20845847900609643,False,False,True,True,False,False,False,False,False,True,False,True
2673-CXQEU,True,0.5869565217391305,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.7387304507819689,1.401152354570637,No,0.7281398867031766,False,False,False,True,False,True,True,False,False,True,False,False
6416-JNVRK,False,0.3695652173913043,No,No,No,Yes,One year,No,Credit card (automatic),-0.27046918123275066,0.3815697137580794,No,-0.22107129584768115,False,False,False,True,False,False,False,False,False,False,False,False
5590-ZSKRV,False,-0.45652173913043476,Yes,No,No,No,Month-to-month,No,Mailed check,-0.28886844526218947,-0.2704265927977839,No,-0.18716889085566996,False,True,True,True,False,False,False,False,False,True,False,False
0191-ZHSKZ,True,0.021739130434782608,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.08095676172953094,0.21091782086795946,No,6.357059503200243e-05,True,False,False,True,False,False,False,False,False,True,False,False
3887-PBQAO,False,0.34782608695652173,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),-0.8178472861085556,-0.053444136657433056,No,-0.8037529714339442,False,True,True,True,False,True,False,True,True,False,True,False
5919-TMRGD,False,-0.6086956521739131,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.1655933762649494,-0.3894736842105263,Yes,0.16648555622391903,False,False,True,True,False,False,True,False,False,False,False,False
8108-UXRQN,False,-0.391304347826087,No,No,Yes,Yes,Month-to-month,No,Electronic check,-0.36430542778288866,-0.24587257617728528,No,-0.35196737415109297,False,True,True,False,True,False,False,False,False,True,False,False
9191-MYQKX,False,-0.4782608695652174,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.08831646734130656,-0.2660978762696214,Yes,0.011359140517518771,False,True,False,True,False,False,True,False,False,False,False,False
9919-YLNNG,False,0.2826086956521739,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6154553817847287,0.8657506925207756,No,0.6057675327247077,False,False,False,True,False,False,True,False,False,False,False,True
0318-ZOPWS,False,0.43478260869565216,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.9236430542778289,-0.12531855955678667,No,-0.9367533763148524,False,True,False,True,False,False,False,True,True,False,True,False
4445-ZJNMU,False,-0.43478260869565216,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.532658693652254,-0.14145152354570634,No,0.588104405402601,True,False,False,True,False,True,True,False,False,False,False,False
4808-YNLEU,False,0.13043478260869565,No,No,Yes,No,One year,Yes,Bank transfer (automatic),-0.15087396504139827,0.24169159741458907,No,-0.13120879166286384,False,True,False,True,False,False,False,False,False,True,False,False
1862-QRWPE,False,0.41304347826086957,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9144434222631095,-0.10060203139427513,No,-0.8967574323848576,False,True,True,True,False,False,False,True,True,False,True,False
2796-NNUFI,False,0.3695652173913043,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,-0.9273229070837166,-0.13898430286241917,No,-0.9313738021021847,False,True,True,True,False,False,False,True,True,False,True,False
3016-KSVCP,False,0.0,No,No,Yes,No,Month-to-month,No,Mailed check,-0.6734130634774609,-0.11471098799630652,No,-0.6597194057347308,True,True,False,False,True,False,False,False,False,False,False,False
4767-HZZHQ,False,0.021739130434782608,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.2152713891444343,0.34651154201292705,No,0.2837598900790452,True,True,True,True,False,False,True,False,False,False,False,False
2424-WVHPL,True,-0.6086956521739131,No,No,No,No,Month-to-month,No,Electronic check,0.08003679852805905,-0.39084764542936284,No,0.08024533707373424,True,False,False,True,False,False,True,False,False,False,False,True
7233-PAHHL,False,0.8043478260869565,No,Yes,Yes,Yes,Two year,Yes,Mailed check,0.25114995400184004,1.275501385041551,No,0.3005667571607414,True,True,True,True,False,True,False,False,False,True,False,True
6067-NGCEU,False,0.782608695652174,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.7488500459981602,1.6870249307479224,No,0.7226600712892559,False,False,False,True,False,True,True,False,False,True,False,False
9848-JQJTX,False,0.9347826086956522,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.5620975160993563,1.7910470914127425,No,0.6161942975720386,True,False,False,True,False,True,True,False,False,False,False,False
8637-XJIVR,False,-0.3695652173913043,No,No,No,No,Month-to-month,Yes,Electronic check,0.15823367065317404,-0.13891043397968603,Yes,0.12807929375291388,False,False,False,True,False,True,True,False,False,True,False,False
9803-FTJCG,False,0.9130434782608695,Yes,No,No,No,One year,Yes,Credit card (automatic),-0.06439742410303588,0.9902049861495844,No,-0.06472913401017504,True,True,True,True,False,True,False,False,False,True,False,True
0278-YXOOG,False,-0.5217391304347826,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.907083716651334,-0.3792797783933518,Yes,-0.8828631748551056,True,False,False,True,False,False,False,True,True,False,True,False
3212-KXOCR,False,0.5,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),-0.9080036798528058,-0.08576915974145886,No,-0.9102688755974554,True,False,False,True,False,False,False,True,True,False,True,False
4598-XLKNJ,True,-0.08695652173913043,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.517939282428703,0.33005355493998156,Yes,0.560223158924656,False,True,False,True,False,False,True,False,False,False,False,False
6380-ARCEH,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9227230910763569,-0.40695106186518926,No,-0.9305271239338098,True,False,False,True,False,False,False,True,True,False,True,False
3679-XASPY,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,-0.936522539098436,-0.4071726685133887,No,-0.9444368366999687,False,True,True,True,False,False,False,True,True,False,True,False
7123-WQUHX,False,0.1956521739130435,No,Yes,Yes,No,One year,No,Bank transfer (automatic),0.4535418583256671,0.6524469067405355,No,0.45458743151737785,True,False,False,True,False,True,True,False,False,False,False,True
5386-THSLQ,True,0.8043478260869565,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),-0.45630174793008277,0.48155863342566946,No,-0.4544917923881246,False,True,False,False,True,False,False,False,False,False,False,False
3192-NQECA,False,0.8478260869565217,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7295308187672495,1.836195752539243,Yes,0.770889849860122,True,True,False,True,False,True,True,False,False,False,False,True
6180-YBIQI,False,-0.5217391304347826,No,No,No,No,Month-to-month,No,Mailed check,-0.8472861085556578,-0.38331301939058166,No,-0.9334945293239237,True,False,False,False,True,False,False,False,False,False,False,False
6728-DKUCO,False,0.9347826086956522,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.6218951241950325,1.744952908587258,No,0.5760106829142464,False,True,True,True,False,True,True,False,False,True,False,False
9750-BOOHV,False,0.06521739130434782,No,No,No,No,One year,No,Mailed check,-0.7396504139834407,-0.13882179132040626,No,-0.7675226774553856,False,False,False,False,True,False,False,False,False,True,False,False
8597-CWYHH,False,0.30434782608695654,No,No,Yes,Yes,One year,No,Mailed check,0.4415823367065318,0.7457285318559558,No,0.3861296252523347,True,False,False,True,False,True,True,False,False,False,False,False
2848-YXSMW,False,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),-0.937442502299908,-0.010112650046168025,No,-0.9540062039085391,True,True,True,True,False,False,False,True,True,False,True,False
0486-HECZI,False,0.5652173913043478,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.48574057037718504,1.1350470914127424,Yes,0.46142204764018213,True,True,False,True,False,True,True,False,False,True,False,False
4549-ZDQYY,False,0.5,No,Yes,No,No,One year,No,Credit card (automatic),-0.22815087396504127,0.4859907663896584,No,-0.22011529384987313,False,False,False,True,False,False,False,False,False,True,False,True
5712-AHQNN,False,0.30434782608695654,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.39190432382704715,0.7554201292705448,No,0.4002765579261335,False,False,False,True,False,False,True,False,False,False,False,False
4846-WHAFZ,True,0.17391304347826086,No,No,No,No,Month-to-month,Yes,Electronic check,0.11315547378104887,0.4345484764542937,Yes,0.13250074449254723,False,True,False,True,False,True,True,False,False,False,False,False
5256-SKJGO,False,0.7608695652173914,Yes,No,Yes,Yes,Two year,Yes,Electronic check,-0.28978840846366133,0.5986408125577101,No,-0.3130807699576705,False,True,True,False,True,False,False,False,False,False,False,True
3071-VBYPO,False,-0.5652173913043478,Yes,No,Yes,No,Month-to-month,No,Electronic check,0.3587856485740571,-0.3395235457063711,No,0.23047023494824986,True,True,True,True,False,False,True,False,False,True,False,False
9560-BBZXK,False,0.15217391304347827,No,No,No,No,Two year,No,Bank transfer (automatic),-0.7230910763569457,-0.08011080332409973,No,-0.7248952035407614,False,False,False,False,True,False,False,False,False,True,False,False
5299-RULOA,False,-0.41304347826086957,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.5501379944802209,-0.09834164358264076,Yes,0.6693680384297827,False,True,True,True,False,True,True,False,False,True,False,False
8402-OOOHJ,False,0.2608695652173913,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,-0.9144434222631095,-0.16615327793167126,No,-0.9273833026744667,False,False,False,True,False,False,False,True,True,False,True,False
9445-ZUEQE,False,-0.043478260869565216,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),0.2732290708371667,0.22282548476454295,No,0.17277068569603526,True,True,True,True,False,True,True,False,False,False,False,True
1091-SOZGA,False,0.5869565217391305,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.5418583256669735,1.2167608494921516,No,0.5214647378526662,False,True,True,True,False,True,True,False,False,False,False,False
2928-HLDBA,False,-0.5,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9135234590616375,-0.37960480147737763,No,-0.9566464734613748,False,False,False,True,False,False,False,True,True,False,True,False
0404-SWRVG,False,-0.5652173913043478,No,No,No,No,Month-to-month,Yes,Electronic check,0.07451701931922745,-0.3450932594644506,Yes,0.11393775244065231,True,False,False,True,False,True,True,False,False,False,False,False
6497-TILVL,False,-0.4782608695652174,No,No,No,No,Month-to-month,No,Mailed check,-0.36154553817847274,-0.30939981532779315,No,-0.376920555840687,False,True,True,True,False,False,False,False,False,True,False,False
7219-TLZHO,False,-0.5434782608695652,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9107635694572217,-0.39433425669436745,No,-1.0135217434385577,False,True,True,True,False,False,False,True,True,False,True,False
4622-YNKIJ,False,0.08695652173913043,No,No,Yes,No,Two year,Yes,Electronic check,0.3422263109475623,0.48167682363804254,No,0.3964032730980845,True,False,False,True,False,False,True,False,False,True,False,True
4412-YLTKF,True,-0.043478260869565216,No,Yes,No,No,Month-to-month,Yes,Electronic check,0.141674333026679,0.21806832871652818,Yes,0.1617116054226943,False,False,False,True,False,True,True,False,False,False,False,False
6734-PSBAW,False,0.9347826086956522,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),-0.8610855565777369,0.09646537396121888,No,-0.8610944743760668,True,True,False,True,False,True,False,True,True,False,True,False
3930-ZGWVE,False,-0.6086956521739131,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,-0.9310027598896045,-0.4070840258541089,No,-0.9388729515935051,True,False,False,True,False,False,False,True,True,False,True,False
